datasource;dayofservice;tripid;progrnumber;stoppointid;plannedtime_arr;plannedtime_dep;actualtime_arr;actualtime_dep;vehicleid;passengers;passengersin;passengersout;distance;suppressed;justificationid;lastupdate;note
DB;04-APR-17 00:00:00;4531808;5;6015;26923;26923;27105;27114;1001238;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4531808;7;5028;27039;27039;27245;27259;1001238;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4531808;8;3696;27095;27095;27360;27379;1001238;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4531808;9;3697;27139;27139;27404;27404;1001238;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4531808;10;3698;27167;27167;27436;27436;1001238;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4531808;13;3885;27308;27308;27595;27609;1001238;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4531808;14;1631;27357;27357;27693;27693;1001238;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4531808;15;1632;27370;27370;27701;27701;1001238;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4531808;16;5053;27391;27391;27716;27716;1001238;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4531808;18;1634;27464;27464;27798;27798;1001238;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4531808;19;1635;27474;27474;27810;27810;1001238;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4531808;20;1636;27521;27521;27842;27854;1001238;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4531808;21;1637;27629;27629;27915;28029;1001238;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4531808;23;1639;27776;27776;28242;28297;1001238;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4531808;24;1640;27835;27835;28342;28372;1001238;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4531808;25;231;27898;27898;28445;28464;1001238;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4531808;26;1641;28010;28010;28599;28609;1001238;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4531808;28;213;28152;28152;28759;28765;1001238;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4531808;29;214;28198;28198;28795;28795;1001238;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4531808;30;4432;28245;28245;28835;28869;1001238;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4531808;32;44;28340;28340;29028;29040;1001238;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4531808;33;7603;28373;28373;29070;29094;1001238;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4531808;34;45;28413;28413;29145;29172;1001238;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4531808;35;46;28484;28484;29258;29258;1001238;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4531808;37;48;28639;28639;29489;29499;1001238;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4531808;38;49;28740;28740;29547;29586;1001238;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4531808;39;51;28822;28822;29663;29690;1001238;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4531808;40;52;28866;28866;29747;29755;1001238;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4531808;42;288;29206;29206;30165;30165;1001238;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4530926;1;4525;74700;74700;74783;74783;1000277;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4530926;2;4526;74775;74775;74826;74826;1000277;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4530926;3;1700;74889;74889;74906;74906;1000277;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4530926;4;1701;74930;74930;74931;74931;1000277;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4530926;5;1702;74958;74958;74945;74945;1000277;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4530926;6;16;75010;75010;75001;75001;1000277;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4530926;7;73;75071;75071;75047;75062;1000277;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4530926;8;74;75122;75122;75102;75112;1000277;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4530926;9;4371;75173;75173;75148;75148;1000277;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4530926;10;832;75217;75217;75170;75170;1000277;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4530926;11;833;75251;75251;75204;75204;1000277;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4530926;12;77;75307;75307;75249;75258;1000277;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4530926;13;78;75379;75379;75295;75309;1000277;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4530926;14;79;75411;75411;75331;75331;1000277;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4530926;15;80;75459;75459;75362;75362;1000277;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4530926;16;82;75545;75545;75448;75462;1000277;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4530926;17;83;75667;75667;75504;75515;1000277;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4530926;18;84;75704;75704;75529;75540;1000277;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4530926;19;51;75831;75831;75652;75690;1000277;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4530926;20;52;75877;75877;75725;75752;1000277;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4530926;21;263;75999;75999;75823;75834;1000277;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4530926;22;271;76149;76149;75951;75981;1000277;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4530926;23;1278;76384;76384;76207;76256;1000277;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4530926;24;1282;76528;76528;76336;76350;1000277;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4530926;25;4456;76636;76636;76447;76466;1000277;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4530926;26;1284;76703;76703;76504;76513;1000277;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4530926;27;1285;76838;76838;76669;76683;1000277;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4530926;28;1286;76968;76968;76780;76804;1000277;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4530926;29;1288;77034;77034;76844;76858;1000277;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4530926;31;1360;77149;77149;77034;77053;1000277;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4530926;32;1362;77208;77208;77097;77106;1000277;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4530926;33;1363;77299;77299;77163;77163;1000277;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4530926;34;1364;77331;77331;77177;77177;1000277;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4525487;54;6085;60970;60970;61592;61606;2172303;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4525487;55;2026;61040;61040;61667;61687;2172303;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4525487;56;7226;61105;61105;61730;61730;2172303;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4532090;1;324;54000;54000;54000;54000;2693188;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4532090;2;327;54138;54138;54162;54162;2693188;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4532090;3;7113;54284;54284;54363;54447;2693188;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4532090;4;127;54402;54402;54504;54538;2693188;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4532090;5;112;54505;54505;54594;54686;2693188;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4532090;6;113;54596;54596;54747;54747;2693188;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4532090;7;114;54618;54618;54755;54755;2693188;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4532090;8;115;54700;54700;54795;54812;2693188;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4532090;9;37;54760;54760;54862;54942;2693188;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4532090;11;39;54877;54877;54997;54997;2693188;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4532090;12;40;54961;54961;55083;55083;2693188;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4532090;13;146;54994;54994;55095;55095;2693188;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4532090;14;147;55055;55055;55131;55131;2693188;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4532090;16;185;55178;55178;55189;55189;2693188;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4532090;17;186;55262;55262;55314;55314;2693188;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4532090;18;187;55355;55355;55351;55406;2693188;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4532090;19;188;55427;55427;55451;55467;2693188;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4532090;21;190;55557;55557;55567;55577;2693188;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4532090;22;191;55640;55640;55636;55636;2693188;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4532090;23;819;55723;55723;55690;55723;2693188;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4532090;24;7457;55815;55815;55778;55778;2693188;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4532090;26;273;56151;56151;56040;56067;2693188;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4532090;27;405;56455;56455;56327;56356;2693188;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4532090;28;408;56611;56611;56479;56490;2693188;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4532090;29;409;56646;56646;56517;56517;2693188;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4532090;31;411;56763;56763;56582;56582;2693188;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4532090;32;412;56878;56878;56624;56633;2693188;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4532090;33;413;56906;56906;56650;56650;2693188;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4532090;34;414;56969;56969;56712;56712;2693188;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4532090;36;416;57095;57095;56878;56878;2693188;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4532090;37;417;57139;57139;56903;56903;2693188;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4532090;38;418;57189;57189;56932;56965;2693188;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4532090;39;419;57238;57238;56993;56993;2693188;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4532090;41;421;57366;57366;57129;57142;2693188;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4532090;42;422;57442;57442;57187;57201;2693188;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4532090;43;423;57481;57481;57264;57300;2693188;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4532090;44;424;57538;57538;57339;57339;2693188;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4532090;46;426;57621;57621;57421;57434;2693188;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4532090;47;427;57680;57680;57478;57491;2693188;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4532090;48;428;57721;57721;57521;57521;2693188;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4532090;50;6334;57876;57876;57678;57723;2693188;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4532090;51;3114;58073;58073;57927;57927;2693188;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4532090;52;3115;58110;58110;57952;57965;2693188;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4532090;53;3116;58178;58178;58015;58030;2693188;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4532090;55;2026;58340;58340;58255;58271;2693188;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4532090;56;7226;58405;58405;58331;58331;2693188;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4530649;1;324;37800;37800;37928;37928;2406904;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4530649;2;327;37938;37938;38082;38082;2406904;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4530649;3;7113;38084;38084;38266;38302;2406904;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4530649;4;127;38202;38202;38381;38430;2406904;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4530649;5;112;38305;38305;38526;38565;2406904;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4530649;6;113;38396;38396;38678;38693;2406904;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4530649;7;114;38418;38418;38706;38706;2406904;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4530649;8;115;38500;38500;38745;38745;2406904;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4530649;9;37;38560;38560;38776;38776;2406904;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4530649;10;38;38634;38634;38808;38808;2406904;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4530649;11;39;38677;38677;38827;38837;2406904;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4530649;12;40;38761;38761;38880;38880;2406904;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4530649;13;146;38794;38794;38893;38893;2406904;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4530649;14;147;38855;38855;38950;38950;2406904;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4530649;15;184;38929;38929;39024;39037;2406904;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4530649;16;185;38978;38978;39059;39059;2406904;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4530649;17;186;39062;39062;39129;39169;2406904;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4530649;18;187;39155;39155;39213;39275;2406904;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4530649;19;188;39227;39227;39343;39358;2406904;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4530649;20;189;39308;39308;39394;39394;2406904;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4530649;21;190;39357;39357;39419;39419;2406904;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4530649;22;191;39440;39440;39488;39502;2406904;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4530649;23;819;39523;39523;39586;39602;2406904;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4530649;24;7457;39615;39615;39669;39669;2406904;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4530649;25;4725;39737;39737;39734;39814;2406904;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4530649;26;273;39951;39951;39983;40071;2406904;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4530649;27;405;40255;40255;40253;40361;2406904;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4530649;28;408;40411;40411;40447;40468;2406904;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4530649;29;409;40446;40446;40497;40510;2406904;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4530649;30;410;40521;40521;40608;40608;2406904;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4530649;31;411;40563;40563;40657;40687;2406904;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4530649;32;412;40678;40678;40780;40792;2406904;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4530649;33;413;40706;40706;40808;40808;2406904;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4530649;34;414;40769;40769;40878;40900;2406904;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4530649;35;415;40813;40813;40925;40980;2406904;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4530649;36;416;40895;40895;41017;41017;2406904;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4530649;37;417;40939;40939;41038;41038;2406904;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4530649;38;418;40989;40989;41122;41139;2406904;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4530649;39;419;41038;41038;41175;41195;2406904;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4530649;40;420;41103;41103;41229;41260;2406904;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4524558;28;4222;68842;68842;69379;69394;2693279;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4524558;29;4224;68873;68873;69419;69437;2693279;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4524558;30;4225;68923;68923;69492;69502;2693279;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4524558;31;7462;69050;69050;69621;69637;2693279;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4524558;32;7461;69080;69080;69674;69674;2693279;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4524558;33;4230;69276;69276;69826;69844;2693279;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4524558;34;4248;69421;69421;69975;69986;2693279;;;;;;;05-MAY-17 18:01:05;
DB;04-APR-17 00:00:00;4524558;35;4252;69548;69548;70081;70095;2693279;;;;;;;05-MAY-17 18:01:05;
DB;21-MAR-17 00:00:00;4517989;1;6285;67500;67500;67472;67472;2693266;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4517989;5;6342;67646;67646;67612;67626;2693266;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4517989;10;7444;67955;67955;67907;67907;2693266;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4517989;11;2941;67984;67984;67967;67979;2693266;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4517989;15;1137;68217;68217;68160;68160;2693266;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4517989;17;5132;68369;68369;68251;68251;2693266;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4517989;39;1354;69799;69799;69543;69555;2693266;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4517989;43;340;70560;70560;70057;70080;2693266;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4517990;2;395;71110;71110;71092;71114;2693266;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4517990;5;398;71300;71300;71227;71227;2693266;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4517990;6;399;71353;71353;71250;71261;2693266;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4517990;10;7579;71931;71931;71820;71853;2693266;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4517990;11;1285;72095;72095;71965;72059;2693266;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4517990;13;1017;72295;72295;72265;72278;2693266;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4517990;18;1077;72580;72580;72546;72582;2693266;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4517990;19;1078;72627;72627;72621;72621;2693266;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4517990;21;1080;72724;72724;72718;72731;2693266;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4517990;24;2915;72870;72870;72927;72939;2693266;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4517990;25;2916;72924;72924;72974;72974;2693266;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4517990;28;1300;73058;73058;73094;73094;2693266;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4517990;29;1301;73106;73106;73123;73123;2693266;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4517990;31;1303;73180;73180;73167;73167;2693266;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4517990;33;5130;73304;73304;73274;73290;2693266;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4517990;36;7066;73504;73504;73471;73471;2693266;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4517990;38;2925;73600;73600;73547;73566;2693266;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4517990;39;7442;73650;73650;73614;73628;2693266;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4517990;41;7070;73747;73747;73731;73745;2693266;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4517990;44;6324;73854;73854;73858;73869;2693266;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4517990;46;6341;73939;73939;73947;73947;2693266;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4517990;49;6279;74068;74068;74067;74081;2693266;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4517991;8;7069;75055;75055;74968;74968;2693266;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4517991;19;1332;75611;75611;75363;75373;2693266;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4517991;23;2986;75810;75810;75501;75501;2693266;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4517991;24;2988;75854;75854;75527;75527;2693266;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4517991;26;3002;75918;75918;75564;75564;2693266;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4517991;32;1069;76208;76208;75802;75818;2693266;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4517991;35;4528;76357;76357;75950;75950;2693266;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4517991;40;7589;76673;76673;76219;76219;2693266;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4517992;14;1018;79371;79371;79368;79368;2172248;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4517993;2;6286;81923;81923;81941;81941;2172248;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4517993;3;6287;81973;81973;81984;81984;2172248;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4517993;6;6298;82063;82063;82073;82073;2172248;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4517993;13;7065;82375;82375;82346;82346;2172248;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4517993;20;1333;82640;82640;82578;82578;2172248;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4517993;27;1166;82885;82885;82818;82829;2172248;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4517993;29;1168;82963;82963;82866;82866;2172248;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4517993;33;1070;83086;83086;82988;82988;2172248;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4517993;36;1072;83210;83210;83119;83119;2172248;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4517993;44;407;84015;84015;83681;83681;2172248;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4517993;50;354;84327;84327;84047;84047;2172248;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4517993;51;7650;84339;84339;84051;84051;2172248;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4517994;52;325;34181;34181;34423;34453;2172282;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4517994;57;4320;34701;34701;34965;34965;2172282;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4517996;5;771;63256;63256;63210;63210;1001231;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4517996;10;776;63480;63480;63386;63386;1001231;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4517996;11;777;63525;63525;63440;63440;1001231;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4517996;16;7576;64140;64140;63904;63904;1001231;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4517996;21;407;65005;65005;65046;65046;1001231;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4517996;25;2501;65154;65154;65817;65817;1001231;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4517996;31;3089;67074;67074;67128;67138;1001231;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518248;15;2686;37417;37417;37403;37403;2534834;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518248;17;4799;37535;37535;37507;37552;2534834;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518248;19;2687;37603;37603;37619;37619;2534834;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518248;24;2713;37962;37962;38019;38031;2534834;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518248;31;1990;38361;38361;38401;38418;2534834;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518248;32;1992;38400;38400;38453;38474;2534834;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518248;61;1594;40776;40776;40948;40948;2534834;;;;;;;03-APR-17 21:15:39;
