datasource;dayofservice;tripid;progrnumber;stoppointid;plannedtime_arr;plannedtime_dep;actualtime_arr;actualtime_dep;vehicleid;passengers;passengersin;passengersout;distance;suppressed;justificationid;lastupdate;note
DB;13-JAN-17 00:00:00;4084345;36;2247;57235;57235;57309;57325;1000476;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084271;36;2247;44193;44193;44117;44139;1001216;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084329;36;2247;38793;38793;38542;38542;1000906;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084266;36;2247;53193;53193;53412;53412;1000180;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084288;36;2247;40593;40593;40513;40513;1000301;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084306;36;2247;42393;42393;42259;42268;1000903;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084353;37;2248;72671;72671;72979;72979;1001210;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084334;37;2248;75071;75071;75111;75111;1001208;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084283;37;2248;70871;70871;71364;71364;1000277;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084280;37;2248;73871;73871;74153;74153;1001215;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084354;37;2248;55116;55116;55674;55674;1001210;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084349;37;2248;51516;51516;51474;51474;1000912;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084335;37;2248;49716;49716;50163;50163;1001208;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084315;37;2248;47916;47916;48466;48466;1001206;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084321;37;2248;46116;46116;45859;45859;2534866;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084337;37;2248;24627;24627;24063;24063;1000286;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084279;37;2248;30027;30027;30908;30908;1001221;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084355;37;2248;26427;26427;26584;26584;1001203;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084281;37;2248;28227;28227;28779;28779;1001215;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084320;37;2248;80248;80248;80414;80414;2534866;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084313;37;2248;85648;85648;85561;85561;1001206;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084327;37;2248;83848;83848;83865;83865;1000906;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084352;37;2248;82048;82048;81885;81885;1001210;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084284;37;2248;37594;37594;36515;36515;1001204;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084307;37;2248;32194;32194;33364;33364;1000903;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084269;37;2248;35794;35794;35772;35772;1000304;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084267;37;2248;33094;33094;33388;33388;1000880;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084336;37;2248;33994;33994;34343;34343;1000286;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084268;37;2248;69876;69876;69466;69466;1000304;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084270;37;2248;62676;62676;62415;62415;1001203;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084328;37;2248;66276;66276;66521;66521;1000906;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084305;37;2248;60876;60876;60820;60820;1000283;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084314;37;2248;68076;68076;67971;67971;1001206;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084345;37;2248;57276;57276;57370;57370;1000476;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084271;37;2248;44230;44230;44179;44179;1001216;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084329;37;2248;38830;38830;38583;38583;1000906;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084266;37;2248;53230;53230;53454;53454;1000180;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084288;37;2248;40630;40630;40550;40550;1000301;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084306;37;2248;42430;42430;42311;42311;1000903;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084333;38;2249;76899;76899;76916;76916;1001216;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084353;38;2249;72699;72699;73002;73002;1001210;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084334;38;2249;75099;75099;75144;75144;1001208;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084283;38;2249;70899;70899;71389;71389;1000277;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084280;38;2249;73899;73899;74181;74181;1001215;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084354;38;2249;55144;55144;55697;55697;1001210;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084349;38;2249;51544;51544;51499;51499;1000912;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084335;38;2249;49744;49744;50187;50187;1001208;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084315;38;2249;47944;47944;48492;48492;1001206;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084321;38;2249;46144;46144;45884;45884;2534866;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084337;38;2249;24657;24657;24085;24085;1000286;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084279;38;2249;30057;30057;30940;30953;1001221;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084281;38;2249;28257;28257;28805;28805;1001215;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084348;38;2249;78475;78475;78549;78549;1000912;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084320;38;2249;80275;80275;80436;80436;2534866;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084313;38;2249;85675;85675;85584;85584;1001206;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084352;38;2249;82075;82075;81909;81909;1001210;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084284;38;2249;37621;37621;36543;36543;1001204;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084307;38;2249;32221;32221;33388;33388;1000903;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084269;38;2249;35821;35821;35794;35794;1000304;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084267;38;2249;33121;33121;33409;33409;1000880;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084268;38;2249;69907;69907;69488;69488;1000304;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084344;38;2249;64507;64507;64062;64062;1000900;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084270;38;2249;62707;62707;62441;62441;1001203;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4082184;4;4932;60567;60567;60652;60673;1001132;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4082186;4;4932;64167;64167;64262;64262;1001152;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4082112;4;4932;55467;55467;55401;55425;1000171;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4082222;4;4932;59667;59667;59558;59558;1000239;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4082096;4;4932;56667;56667;56472;56509;1000168;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4082111;4;4932;67467;67467;67310;67322;1000171;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4082196;4;4932;66267;66267;66236;66255;1001146;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4082123;5;4933;81176;81176;81237;81237;1932371;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4082105;5;4933;84776;84776;84887;84902;2534841;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4082195;5;4933;77576;77576;77576;77576;1001176;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4082182;5;4933;82976;82976;82917;82917;1000848;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4082216;5;4933;79376;79376;79359;79359;1932331;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4082177;5;4933;75776;75776;75745;75745;2172248;;;;;;;24-JAN-17 13:39:49;
DB;17-JAN-17 00:00:00;4093484;32;7578;62487;62487;62567;62581;1000162;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093471;32;7578;57687;57687;57801;57801;1001133;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093492;32;7578;58887;58887;59064;59081;1000171;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093383;32;7578;56487;56487;56254;56271;1001134;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093412;32;7578;60087;60087;59819;59836;1000239;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093450;32;7578;61287;61287;61132;61153;1001125;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093491;32;7578;66745;66745;67305;67322;1000171;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093449;32;7578;68545;68545;69122;69142;1001125;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093483;33;7582;29329;29329;29507;29530;1001138;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093387;33;7582;28129;28129;27617;27649;1001136;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093496;33;7582;30229;30229;30636;30690;1001134;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093416;33;7582;31129;31129;32150;32183;1000166;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093467;33;7582;86133;86133;85750;85750;2693284;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093468;33;7582;78933;78933;79089;79103;2693284;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093388;33;7582;84333;84333;84046;84046;1932371;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093489;33;7582;80733;80733;80619;80650;1000148;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093389;33;7582;77133;77133;77255;77270;1932371;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093417;33;7582;82533;82533;82117;82117;1001136;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093453;33;7582;39932;39932;39608;39624;2693284;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093487;33;7582;41132;41132;40737;40749;1000160;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093494;33;7582;44732;44732;44409;44422;1000171;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093481;33;7582;43532;43532;43286;43307;1001138;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093415;33;7582;38732;38732;38914;38940;1000166;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093385;33;7582;42332;42332;42029;42044;1001136;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093457;33;7582;24745;24745;24749;24771;1000187;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093454;33;7582;32960;32960;32726;32756;2693284;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093488;33;7582;33860;33860;34089;34113;1000437;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093456;33;7582;32060;32060;32403;32435;1000187;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093386;33;7582;34760;34760;34321;34339;1001136;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093495;33;7582;37700;37700;36998;37021;1001134;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093391;33;7582;35300;35300;35547;35572;1932333;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093482;33;7582;36500;36500;36401;36429;1001138;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093452;33;7582;47059;47059;47192;47236;1001125;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093486;33;7582;48259;48259;47996;48011;2693284;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093384;33;7582;49459;49459;48951;48975;1000503;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093413;33;7582;53059;53059;52884;52900;1000239;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093472;33;7582;50659;50659;50439;50456;1000184;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093451;33;7582;54259;54259;54141;54174;1001125;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093493;33;7582;51859;51859;51763;51772;1000171;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093485;33;7582;55459;55459;55141;55163;1000162;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093414;33;7582;45859;45859;46010;46030;1000239;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093382;33;7582;64071;64071;63885;63933;1001146;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093455;33;7582;66171;66171;66633;66650;1001174;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093470;33;7582;65271;65271;64847;64866;1000225;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093490;33;7582;73952;73952;73768;73813;1000164;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093390;33;7582;70352;70352;70391;70405;1932371;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093469;33;7582;72152;72152;72021;72035;1000225;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093484;33;7582;62639;62639;62732;62752;1000162;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093471;33;7582;57839;57839;57920;57975;1001133;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093492;33;7582;59039;59039;59217;59237;1000171;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093383;33;7582;56639;56639;56393;56406;1001134;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093412;33;7582;60239;60239;59975;59975;1000239;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093450;33;7582;61439;61439;61332;61339;1001125;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093491;33;7582;66913;66913;67453;67466;1000171;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093483;34;340;29599;29599;29758;29777;1001138;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093387;34;340;28399;28399;27838;27865;1001136;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093496;34;340;30499;30499;30957;30992;1001134;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093467;34;340;86368;86368;85905;85905;2693284;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093468;34;340;79168;79168;79312;79387;2693284;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093388;34;340;84568;84568;84221;84237;1932371;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093489;34;340;80968;80968;80856;80872;1000148;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093417;34;340;82768;82768;82324;82324;1001136;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093453;34;340;40211;40211;39948;39948;2693284;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093487;34;340;41411;41411;41011;41011;1000160;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093494;34;340;45011;45011;44557;44583;1000171;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093415;34;340;39011;39011;39152;39218;1000166;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093385;34;340;42611;42611;42272;42287;1001136;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093457;34;340;24969;24969;24974;25009;1000187;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093454;34;340;33277;33277;33115;33135;2693284;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093456;34;340;32377;32377;32646;32670;1000187;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093386;34;340;35077;35077;34649;34649;1001136;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093495;34;340;37961;37961;37237;37276;1001134;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093391;34;340;35561;35561;35890;35921;1932333;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093452;34;340;47320;47320;47470;47470;1001125;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093486;34;340;48520;48520;48151;48185;2693284;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093384;34;340;49720;49720;49118;49141;1000503;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093413;34;340;53320;53320;53098;53121;1000239;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093451;34;340;54520;54520;54412;54534;1001125;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093493;34;340;52120;52120;51887;51906;1000171;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093485;34;340;55720;55720;55373;55398;1000162;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093414;34;340;46120;46120;46234;46256;1000239;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093455;34;340;66511;66511;66941;66941;1001174;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093470;34;340;65611;65611;65119;65137;1000225;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093490;34;340;74215;74215;74020;74035;1000164;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093390;34;340;70615;70615;70543;70559;1932371;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093277;21;1080;28683;28683;29180;29180;2534797;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093301;21;1080;66672;66672;66850;66865;1001185;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093337;21;1080;64872;64872;65128;65140;1001136;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093356;21;1080;66072;66072;66447;66469;1000484;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093366;21;1080;65472;65472;65501;65501;1000166;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093270;21;1080;64272;64272;63876;63876;1000158;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093274;21;1080;63672;63672;63668;63668;2534796;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093290;21;1080;49520;49520;49674;49692;1001146;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093339;21;1080;44720;44720;44463;44463;1000160;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093343;21;1080;48320;48320;48569;48569;1001185;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093338;21;1080;54320;54320;54346;54361;1001176;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093291;21;1080;39920;39920;39488;39503;1932332;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093275;21;1080;53120;53120;53412;53412;1000160;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093276;21;1080;43520;43520;43355;43355;1001148;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093333;21;1080;33920;33920;34084;34084;2534796;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093304;21;1080;37520;37520;37477;37477;1932371;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093367;21;1080;45920;45920;45947;45947;1000148;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093287;21;1080;42320;42320;42585;42585;1000162;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093303;21;1080;47120;47120;47223;47234;1932371;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093344;21;1080;38720;38720;38386;38386;1001132;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093286;21;1080;51920;51920;51996;51996;1001148;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093308;21;1080;41120;41120;40959;40973;1001152;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093307;21;1080;50720;50720;50353;50365;2693284;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093368;21;1080;36320;36320;36438;36438;1000181;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093288;21;1080;68549;68549;68851;68860;2693284;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093341;21;1080;67649;67649;67952;67969;1001138;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093305;21;1080;69449;69449;69219;69219;1001144;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093358;21;1080;76676;76676;76213;76213;2693209;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093284;21;1080;71276;71276;70946;70958;1001148;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093355;21;1080;74876;74876;74317;74317;2534842;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093331;21;1080;70376;70376;70177;70177;1932370;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093336;21;1080;73076;73076;72660;72678;1001136;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093329;22;1081;85179;85179;84893;84902;2172289;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093354;22;1081;81579;81579;81205;81213;2693282;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093357;22;1081;83379;83379;82970;82978;2693209;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093330;22;1081;77979;77979;78191;78208;2172289;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093335;22;1081;79779;79779;79536;79536;1000177;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093334;22;1081;31814;31814;32733;32746;2693212;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093345;22;1081;30014;30014;29674;29690;1001146;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093289;22;1081;59600;59600;59849;59860;2693284;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093302;22;1081;57200;57200;57272;57285;1001185;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093306;22;1081;60800;60800;60539;60553;1001144;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093285;22;1081;62180;62180;62600;62616;1001148;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093342;22;1081;58400;58400;58365;58373;1001138;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093332;22;1081;61580;61580;61119;61119;1000164;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093277;22;1081;28734;28734;29206;29218;2534797;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093301;22;1081;66760;66760;66912;66938;1001185;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093337;22;1081;64960;64960;65245;65258;1001136;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093356;22;1081;66160;66160;66595;66622;1000484;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093366;22;1081;65560;65560;65634;65660;1000166;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093270;22;1081;64360;64360;63911;63925;1000158;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093290;22;1081;49579;49579;49735;49751;1001146;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093339;22;1081;44779;44779;44498;44518;1000160;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093343;22;1081;48379;48379;48594;48594;1001185;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093338;22;1081;54379;54379;54392;54409;1001176;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093275;22;1081;53179;53179;53504;53504;1000160;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093276;22;1081;43579;43579;43395;43405;1001148;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093333;22;1081;33979;33979;34105;34105;2534796;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093304;22;1081;37579;37579;37511;37511;1932371;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093287;22;1081;42379;42379;42619;42638;1000162;;;;;;;16-FEB-17 09:48:02;
