datasource;dayofservice;tripid;lineid;routeid;direction;plannedtime_arr;plannedtime_dep;actualtime_arr;actualtime_dep;basin;tenderlot;suppressed;justificationid;lastupdate;note
DB;03-JAN-17 00:00:00;4087290;40D;40D_103;2 ;77508;75600;77874;75792;BasDef;;;;20-JAN-17 16:24:19;,1739503,
DB;03-JAN-17 00:00:00;4087315;40D;40D_103;2 ;82908;81000;82889;80974;BasDef;;;;20-JAN-17 16:24:19;,2212608,
DB;03-JAN-17 00:00:00;4087334;40D;40D_103;2 ;79308;77400;79499;77549;BasDef;;;;20-JAN-17 16:24:19;,1719465,
DB;03-JAN-17 00:00:00;4085378;49;49_27;1 ;37799;35100;37653;35082;BasDef;;;;20-JAN-17 16:24:19;,1725516,
DB;03-JAN-17 00:00:00;4085403;49;49_27;1 ;35999;33300;35779;;BasDef;;;;20-JAN-17 16:24:19;,1752308,
DB;03-JAN-17 00:00:00;4092401;17A;17A_15;1 ;60289;55200;59709;;BasDef;;;;20-JAN-17 16:24:19;,2146495,
DB;03-JAN-17 00:00:00;4092388;17A;17A_15;1 ;56689;51600;56331;51625;BasDef;;;;20-JAN-17 16:24:19;,2144831,
DB;03-JAN-17 00:00:00;4092408;17A;17A_15;1 ;57889;52800;56673;52795;BasDef;;;;20-JAN-17 16:24:19;,2142902,
DB;03-JAN-17 00:00:00;4091148;26;26_24;1 ;69851;67020;69423;67078;BasDef;;;;20-JAN-17 16:24:19;,1753828,
DB;03-JAN-17 00:00:00;4091145;26;26_24;1 ;57251;54420;56163;54474;BasDef;;;;20-JAN-17 16:24:19;,1740968,
DB;03-JAN-17 00:00:00;4091123;26;26_24;1 ;68051;65220;67397;65198;BasDef;;;;20-JAN-17 16:24:19;,1737798,
DB;03-JAN-17 00:00:00;4091125;26;26_24;1 ;59051;56220;58143;56268;BasDef;;;;20-JAN-17 16:24:19;,1740750,
DB;03-JAN-17 00:00:00;4091160;26;26_24;1 ;64451;61620;63916;61622;BasDef;;;;20-JAN-17 16:24:19;,1737026,
DB;03-JAN-17 00:00:00;4091143;26;26_24;1 ;66251;63420;65729;63372;BasDef;;;;20-JAN-17 16:24:19;,1752362,
