datasource;dayofservice;tripid;lineid;routeid;direction;plannedtime_arr;plannedtime_dep;actualtime_arr;actualtime_dep;basin;tenderlot;suppressed;justificationid;lastupdate;note
DB;10-MAR-17 00:00:00;4395438;45A;45A_60;1 ;70036;67200;70663;67210;BasDef;;;;16-MAR-17 11:26:26;,2447954,
DB;10-MAR-17 00:00:00;4395527;15;15_17;2 ;71037;66600;71839;66617;BasDef;;;;16-MAR-17 11:26:26;,2759435,
DB;10-MAR-17 00:00:00;4395534;122;122_14;1 ;44457;40800;44892;40754;BasDef;;;;16-MAR-17 11:26:26;,2766077,
DB;10-MAR-17 00:00:00;4395576;15A;15A_82;2 ;68194;65700;69635;65903;BasDef;;;;16-MAR-17 11:26:26;,2762826,
DB;10-MAR-17 00:00:00;4383490;9;9_5;1 ;53101;48600;;49539;BasDef;;;;16-MAR-17 11:26:26;,2755428,
DB;10-MAR-17 00:00:00;4383495;9;9_7;2 ;80219;76800;80930;;BasDef;;;;16-MAR-17 11:26:26;,2755435,
DB;10-MAR-17 00:00:00;4383496;9;9_5;1 ;84942;81600;85305;81675;BasDef;;;;16-MAR-17 11:26:26;,2755437,
DB;10-MAR-17 00:00:00;4383557;123;123_34;1 ;63567;59400;63390;59310;BasDef;;;;16-MAR-17 11:26:26;,2751547,
DB;10-MAR-17 00:00:00;4383580;145;145_102;1 ;66612;61200;66984;61174;BasDef;;;;16-MAR-17 11:26:26;,2421167,
DB;10-MAR-17 00:00:00;4380891;77A;77A_29;1 ;56230;51600;57453;51722;BasDef;;;;16-MAR-17 11:26:26;,2757850,2757850,
DB;10-MAR-17 00:00:00;4380893;77A;77A_29;1 ;67888;62700;68540;63026;BasDef;;;;16-MAR-17 11:26:26;,2757854,
DB;10-MAR-17 00:00:00;4380915;4;4_10;1 ;39144;35100;39860;35224;BasDef;;;;16-MAR-17 11:26:26;,2611875,
DB;10-MAR-17 00:00:00;4381015;70;70_67;2 ;25592;21600;24914;;BasDef;;;;16-MAR-17 11:26:26;,2695490,
DB;10-MAR-17 00:00:00;4381094;46A;46A_74;1 ;84898;81900;84927;81963;BasDef;;;;16-MAR-17 11:26:26;,2757790,
DB;10-MAR-17 00:00:00;4381176;40;40_17;1 ;86413;82200;;81045;BasDef;;;;16-MAR-17 11:26:26;,1741481,
DB;10-MAR-17 00:00:00;4381196;9;9_7;2 ;62386;57600;63105;57611;BasDef;;;;16-MAR-17 11:26:26;,2755549,
DB;10-MAR-17 00:00:00;4381202;15A;15A_81;1 ;29144;27000;29162;26988;BasDef;;;;16-MAR-17 11:26:26;,2752189,
DB;10-MAR-17 00:00:00;4381243;83;83_22;2 ;79035;75600;79872;75568;BasDef;;;;16-MAR-17 11:26:26;,2765008,
DB;10-MAR-17 00:00:00;4385836;33;33_42;2 ;31722;26400;32159;26389;BasDef;;;;16-MAR-17 11:26:26;,2476820,
DB;10-MAR-17 00:00:00;4381251;7A;7A_88;2 ;75187;72000;;71650;BasDef;;;;16-MAR-17 11:26:26;,2796501,
DB;10-MAR-17 00:00:00;4381291;38B;38B_44;2 ;33086;28560;33295;28350;BasDef;;;;16-MAR-17 11:26:26;,2701641,
DB;10-MAR-17 00:00:00;4387515;39A;39A_43;2 ;32015;26400;32363;;BasDef;;;;16-MAR-17 11:26:26;,2416628,
DB;10-MAR-17 00:00:00;4387544;757;757_2;2 ;24427;22500;24541;22475;BasDef;;;;16-MAR-17 11:26:26;,2734791,
DB;10-MAR-17 00:00:00;4387550;757;757_2;2 ;46508;44100;47275;44059;BasDef;;;;16-MAR-17 11:26:26;,2734797,
DB;10-MAR-17 00:00:00;4387576;151;151_15;1 ;55736;51600;55826;;BasDef;;;;16-MAR-17 11:26:26;,2601522,
DB;10-MAR-17 00:00:00;4387579;151;151_17;2 ;70173;67200;70731;67212;BasDef;;;;16-MAR-17 11:26:26;,2601528,
DB;10-MAR-17 00:00:00;4387625;31A;31A_25;1 ;32784;29400;33286;29336;BasDef;;;;16-MAR-17 11:26:26;,2332699,
DB;10-MAR-17 00:00:00;4387626;31A;31A_26;2 ;36786;34200;37585;34147;BasDef;;;;16-MAR-17 11:26:26;,2332700,
DB;10-MAR-17 00:00:00;4387676;140;140_19;1 ;43440;40200;43781;40278;BasDef;;;;16-MAR-17 11:26:26;,2413077,
DB;10-MAR-17 00:00:00;4387812;123;123_34;1 ;32917;29400;32859;29410;BasDef;;;;16-MAR-17 11:26:26;,2755327,
DB;10-MAR-17 00:00:00;4387857;14;14_15;1 ;33834;28200;33546;28165;BasDef;;;;16-MAR-17 11:26:26;,2521380,
DB;10-MAR-17 00:00:00;4387861;14;14_15;1 ;56130;51600;57130;52091;BasDef;;;;16-MAR-17 11:26:26;,2521386,
DB;10-MAR-17 00:00:00;4381299;38A;38A_32;2 ;76547;73500;76916;73544;BasDef;;;;16-MAR-17 11:26:26;,2701654,
DB;10-MAR-17 00:00:00;4381366;140;140_19;1 ;64258;60300;;61885;BasDef;;;;16-MAR-17 11:26:26;,2421724,
DB;10-MAR-17 00:00:00;4381422;25B;25B_271;2 ;32599;28860;;28563;BasDef;;;;16-MAR-17 11:26:26;,2289680,
DB;10-MAR-17 00:00:00;4381429;75;75_7;1 ;49128;45000;49935;44970;BasDef;;;;16-MAR-17 11:26:26;,1726981,
DB;10-MAR-17 00:00:00;4381432;75;75_13;2 ;66163;61200;67594;60987;BasDef;;;;16-MAR-17 11:26:26;,1726985,
DB;10-MAR-17 00:00:00;4384131;1;1_40;2 ;38589;36000;40163;36554;BasDef;;;;16-MAR-17 11:26:26;,1947782,
DB;10-MAR-17 00:00:00;4384164;53;53_19;2 ;38980;37800;39238;37799;BasDef;;;;16-MAR-17 11:26:26;,2328883,
DB;10-MAR-17 00:00:00;4384180;53;53_19;2 ;67814;66600;67795;66615;BasDef;;;;16-MAR-17 11:26:26;,2328903,
DB;10-MAR-17 00:00:00;4384283;9;9_7;2 ;49451;45000;50790;45129;BasDef;;;;16-MAR-17 11:26:26;,1843095,
DB;10-MAR-17 00:00:00;4384354;68;68_72;2 ;39659;35100;;35175;BasDef;;;;16-MAR-17 11:26:26;,2818534,
DB;10-MAR-17 00:00:00;4384445;39A;39A_43;2 ;33215;27600;32722;;BasDef;;;;16-MAR-17 11:26:26;,2419458,
DB;10-MAR-17 00:00:00;4383142;18;18_3;1 ;30480;27300;;27297;BasDef;;;;16-MAR-17 11:26:26;,1751208,
DB;10-MAR-17 00:00:00;4383143;18;18_4;2 ;41226;37500;41171;;BasDef;;;;16-MAR-17 11:26:26;,1751211,
DB;10-MAR-17 00:00:00;4382601;15B;15B_56;1 ;24747;22800;26465;22874;BasDef;;;;16-MAR-17 11:26:26;,2754459,
DB;10-MAR-17 00:00:00;4382645;4;4_10;1 ;65078;60300;64638;;BasDef;;;;16-MAR-17 11:26:26;,2608386,
DB;10-MAR-17 00:00:00;4382670;15B;15B_55;1 ;61118;57600;61508;57671;BasDef;;;;16-MAR-17 11:26:26;,2753952,
DB;10-MAR-17 00:00:00;4382735;17;17_15;2 ;59497;55200;59826;55214;BasDef;;;;16-MAR-17 11:26:26;,1719390,
DB;10-MAR-17 00:00:00;4382743;33B;33B_58;2 ;30444;28800;30382;28747;BasDef;;;;16-MAR-17 11:26:26;,1736752,
DB;10-MAR-17 00:00:00;4382760;33B;33B_58;2 ;80647;79200;80633;79232;BasDef;;;;16-MAR-17 11:26:26;,1736781,
DB;10-MAR-17 00:00:00;4382809;27B;27B_25;1 ;34069;31800;33949;31831;BasDef;;;;16-MAR-17 11:26:26;,1757009,
DB;10-MAR-17 00:00:00;4382819;27B;27B_23;1 ;70433;68100;70652;67990;BasDef;;;;16-MAR-17 11:26:26;,1757247,
DB;10-MAR-17 00:00:00;4380328;130;130_10;1 ;43762;42300;44078;42296;BasDef;;;;16-MAR-17 11:26:26;,2739430,
DB;10-MAR-17 00:00:00;4380332;130;130_10;1 ;53526;51900;;51920;BasDef;;;;16-MAR-17 11:26:26;,2739491,
DB;10-MAR-17 00:00:00;4386521;39A;39A_43;2 ;42293;37800;42024;37804;BasDef;;;;16-MAR-17 11:26:26;,2419373,
DB;10-MAR-17 00:00:00;4386524;39A;39A_40;1 ;62146;56400;64113;56347;BasDef;;;;16-MAR-17 11:26:26;,2419377,
DB;10-MAR-17 00:00:00;4386536;123;123_36;2 ;48350;45000;48907;44956;BasDef;;;;16-MAR-17 11:26:26;,2760497,
DB;10-MAR-17 00:00:00;4386540;123;123_36;2 ;65755;62400;66527;62354;BasDef;;;;16-MAR-17 11:26:26;,2760505,
DB;10-MAR-17 00:00:00;4386554;13;13_76;2 ;84956;82800;85868;82805;BasDef;;;;16-MAR-17 11:26:26;,2586990,
DB;10-MAR-17 00:00:00;4386567;69;69_41;1 ;86615;83700;86625;;BasDef;;;;16-MAR-17 11:26:26;,2819060,
DB;10-MAR-17 00:00:00;4386707;41B;41B_52;1 ;69724;66600;70163;66640;BasDef;;;;16-MAR-17 11:26:26;,1751098,
DB;10-MAR-17 00:00:00;4386739;151;151_16;1 ;71529;68400;72252;68369;BasDef;;;;16-MAR-17 11:26:26;,2604009,
DB;10-MAR-17 00:00:00;4386748;17;17_10;1 ;31433;26400;30904;26408;BasDef;;;;16-MAR-17 11:26:26;,1753677,
DB;10-MAR-17 00:00:00;4386807;66X;66X_101;2 ;33914;28800;33701;28927;BasDef;;;;16-MAR-17 11:26:26;,1734511,
DB;10-MAR-17 00:00:00;4386935;1;1_40;2 ;33075;30000;33055;30004;BasDef;;;;16-MAR-17 11:26:26;,1944700,
DB;10-MAR-17 00:00:00;4386951;1;1_39;1 ;85364;84600;85551;84605;BasDef;;;;16-MAR-17 11:26:26;,1944797,
DB;10-MAR-17 00:00:00;4386985;40;40_24;2 ;46610;41400;;41304;BasDef;;;;16-MAR-17 11:26:26;,1949959,
DB;10-MAR-17 00:00:00;4386999;270;270_42;1 ;52388;51300;53223;51286;BasDef;;;;16-MAR-17 11:26:26;,2818131,
DB;10-MAR-17 00:00:00;4387121;27B;27B_23;1 ;42262;39900;42583;39879;BasDef;;;;16-MAR-17 11:26:26;,1719070,
DB;10-MAR-17 00:00:00;4387261;140;140_19;1 ;35132;31320;34882;31274;BasDef;;;;16-MAR-17 11:26:26;,2779341,
DB;10-MAR-17 00:00:00;4387394;39A;39A_43;2 ;33815;28200;34802;28183;BasDef;;;;16-MAR-17 11:26:26;,2423399,
DB;10-MAR-17 00:00:00;4387396;39A;39A_43;2 ;45893;41400;47451;41391;BasDef;;;;16-MAR-17 11:26:26;,2423402,
DB;10-MAR-17 00:00:00;4387542;45A;45A_60;1 ;73636;70800;74156;71087;BasDef;;;;16-MAR-17 11:26:26;,2448275,
DB;10-MAR-17 00:00:00;4387547;757;757_1;1 ;35627;33300;35858;33386;BasDef;;;;16-MAR-17 11:26:26;,2734794,
DB;10-MAR-17 00:00:00;4387564;46A;46A_74;1 ;57314;52800;58130;52789;BasDef;;;;16-MAR-17 11:26:26;,2756305,
DB;10-MAR-17 00:00:00;4387612;42;42_44;2 ;33620;30000;33628;30033;BasDef;;;;16-MAR-17 11:26:26;,2635095,
DB;10-MAR-17 00:00:00;4387615;42;42_44;2 ;53881;51000;54663;51079;BasDef;;;;16-MAR-17 11:26:26;,2635101,
DB;10-MAR-17 00:00:00;4387623;42;42_44;2 ;85845;83700;86700;83727;BasDef;;;;16-MAR-17 11:26:26;,2635109,
DB;10-MAR-17 00:00:00;4387630;31;31_18;2 ;58423;55800;58615;55774;BasDef;;;;16-MAR-17 11:26:26;,2671475,
DB;10-MAR-17 00:00:00;4387659;67;67_4;1 ;27062;22980;26804;23145;BasDef;;;;16-MAR-17 11:26:26;,1732989,
DB;10-MAR-17 00:00:00;4387667;102;102_8;1 ;50317;47100;50815;47135;BasDef;;;;16-MAR-17 11:26:26;,1737652,
DB;10-MAR-17 00:00:00;4387669;102;102_8;1 ;58797;55500;59453;55499;BasDef;;;;16-MAR-17 11:26:26;,1737654,
DB;10-MAR-17 00:00:00;4387680;140;140_19;1 ;62758;58800;63254;58782;BasDef;;;;16-MAR-17 11:26:26;,2413087,
DB;10-MAR-17 00:00:00;4387714;31;31_18;2 ;40006;37800;40535;37804;BasDef;;;;16-MAR-17 11:26:26;,2668712,
DB;10-MAR-17 00:00:00;4387725;31;31_15;1 ;80701;78600;80635;78540;BasDef;;;;16-MAR-17 11:26:26;,2668733,
DB;10-MAR-17 00:00:00;4387728;25X;25X_7;1 ;67480;63000;68461;63007;BasDef;;;;16-MAR-17 11:26:26;,1746719,
DB;10-MAR-17 00:00:00;4387743;39A;39A_43;2 ;49687;45000;50954;45019;BasDef;;;;16-MAR-17 11:26:26;,2425929,
DB;10-MAR-17 00:00:00;4387860;14;14_16;2 ;50788;46500;52001;46476;BasDef;;;;16-MAR-17 11:26:26;,2521385,
DB;10-MAR-17 00:00:00;4387933;33X;33X_47;2 ;29733;26100;30596;26053;BasDef;;;;16-MAR-17 11:26:26;,2232705,
DB;10-MAR-17 00:00:00;4387934;33X;33X_46;1 ;63499;59400;63643;59365;BasDef;;;;16-MAR-17 11:26:26;,1744021,
DB;10-MAR-17 00:00:00;4387960;79;79_11;2 ;26802;24600;26656;24557;BasDef;;;;16-MAR-17 11:26:26;,1746557,
DB;10-MAR-17 00:00:00;4387981;130;130_11;2 ;35753;33900;35563;33575;BasDef;;;;16-MAR-17 11:26:26;,2740138,
DB;10-MAR-17 00:00:00;4387992;130;130_10;1 ;62995;60840;;60760;BasDef;;;;16-MAR-17 11:26:26;,2740215,
DB;10-MAR-17 00:00:00;4388000;102;102_9;2 ;50203;47100;51480;47043;BasDef;;;;16-MAR-17 11:26:26;,1750225,
DB;10-MAR-17 00:00:00;4388002;102;102_9;2 ;61638;58200;62121;58342;BasDef;;;;16-MAR-17 11:26:26;,1750229,
DB;10-MAR-17 00:00:00;4388118;122;122_16;2 ;29369;25800;28870;25765;BasDef;;;;16-MAR-17 11:26:26;,2761645,
DB;10-MAR-17 00:00:00;4388119;122;122_14;1 ;34543;30600;34772;30568;BasDef;;;;16-MAR-17 11:26:26;,2761647,
DB;10-MAR-17 00:00:00;4388153;102;102_8;1 ;46717;43500;47078;43488;BasDef;;;;16-MAR-17 11:26:26;,1757423,
DB;10-MAR-17 00:00:00;4388155;102;102_8;1 ;56697;53400;57199;53515;BasDef;;;;16-MAR-17 11:26:26;,1757425,
DB;10-MAR-17 00:00:00;4388158;102;102_9;2 ;71305;68400;71835;68314;BasDef;;;;16-MAR-17 11:26:26;,1757430,
DB;10-MAR-17 00:00:00;4388170;145;145_95;1 ;35715;33900;36161;33976;BasDef;;;;16-MAR-17 11:26:26;,2756820,
DB;10-MAR-17 00:00:00;4388179;1;1_38;1 ;33236;31500;33560;31580;BasDef;;;;16-MAR-17 11:26:26;,1944140,
DB;10-MAR-17 00:00:00;4388188;1;1_40;2 ;66104;62400;;63872;BasDef;;;;16-MAR-17 11:26:26;,1944228,
DB;10-MAR-17 00:00:00;4388189;1;1_37;1 ;68703;66000;69573;;BasDef;;;;16-MAR-17 11:26:26;,1944229,
DB;10-MAR-17 00:00:00;4388265;9;9_7;2 ;79019;75600;79730;75610;BasDef;;;;16-MAR-17 11:26:26;,2764023,
DB;10-MAR-17 00:00:00;4388311;49;49_28;2 ;38817;36000;39612;35976;BasDef;;;;16-MAR-17 11:26:26;,1757399,
DB;10-MAR-17 00:00:00;4388315;49;49_28;2 ;57104;54000;;53993;BasDef;;;;16-MAR-17 11:26:26;,1757405,
DB;10-MAR-17 00:00:00;4388319;49;49_28;2 ;74603;72000;;71988;BasDef;;;;16-MAR-17 11:26:26;,1757411,
DB;10-MAR-17 00:00:00;4388378;123;123_34;1 ;35237;31800;;32704;BasDef;;;;16-MAR-17 11:26:26;,2752059,
DB;10-MAR-17 00:00:00;4388385;123;123_36;2 ;65756;61800;65711;61879;BasDef;;;;16-MAR-17 11:26:26;,2752073,
DB;10-MAR-17 00:00:00;4388387;18;18_3;1 ;25980;22800;;22768;BasDef;;;;16-MAR-17 11:26:26;,1728942,
DB;21-MAR-17 00:00:00;4514627;46A;46A_67;2 ;33952;28560;34203;28578;BasDef;;;;03-APR-17 21:15:39;,2766342,
DB;21-MAR-17 00:00:00;4506391;31;31_15;1 ;41506;39000;41473;38977;BasDef;;;;03-APR-17 21:15:39;,2315804,
DB;21-MAR-17 00:00:00;4502509;41C;41C_78;1 ;47955;44400;48227;44407;BasDef;;;;03-APR-17 21:15:39;,1727888,
DB;21-MAR-17 00:00:00;4505877;123;123_36;2 ;70665;67500;70430;68354;BasDef;;;;03-APR-17 21:15:39;,2762082,2762082,
DB;21-MAR-17 00:00:00;4515526;26;26_26;2 ;62916;60900;63632;61016;BasDef;;;;03-APR-17 21:15:39;,2293838,
DB;10-MAR-17 00:00:00;4380338;130;130_10;1 ;69518;67500;69516;67605;BasDef;;;;16-MAR-17 11:26:26;,2739503,
DB;10-MAR-17 00:00:00;4380401;40B;40B_63;1 ;46500;44400;46996;;BasDef;;;;16-MAR-17 11:26:26;,1719445,
DB;10-MAR-17 00:00:00;4380408;40D;40D_103;2 ;86113;84600;86244;84591;BasDef;;;;16-MAR-17 11:26:26;,1719471,
DB;10-MAR-17 00:00:00;4380428;185;185_51;1 ;46850;46200;47023;46189;BasDef;;;;16-MAR-17 11:26:26;,2817944,
DB;10-MAR-17 00:00:00;4380460;25B;25B_274;1 ;60982;57120;61509;57379;BasDef;;;;16-MAR-17 11:26:26;,2419728,
DB;10-MAR-17 00:00:00;4380464;25B;25B_274;1 ;77879;74820;78479;75027;BasDef;;;;16-MAR-17 11:26:26;,2420517,
DB;10-MAR-17 00:00:00;4385234;114;114_5;1 ;41935;40200;41879;40220;BasDef;;;;16-MAR-17 11:26:26;,1719158,
DB;10-MAR-17 00:00:00;4385240;114;114_6;2 ;72503;71100;72469;71297;BasDef;;;;16-MAR-17 11:26:26;,1719176,
DB;10-MAR-17 00:00:00;4385248;14;14_15;1 ;43911;39600;44650;39611;BasDef;;;;16-MAR-17 11:26:26;,2515109,
DB;10-MAR-17 00:00:00;4385274;27;27_19;1 ;39932;34500;40708;34477;BasDef;;;;16-MAR-17 11:26:26;,2758514,
DB;10-MAR-17 00:00:00;4385327;25A;25A_273;1 ;26916;24420;27018;24417;BasDef;;;;16-MAR-17 11:26:26;,2412103,
DB;10-MAR-17 00:00:00;4385335;130;130_11;2 ;32670;30360;32852;30363;BasDef;;;;16-MAR-17 11:26:26;,2738090,
DB;10-MAR-17 00:00:00;4388438;40;40_24;2 ;70750;66300;;66551;BasDef;;;;16-MAR-17 11:26:26;,1956550,
DB;10-MAR-17 00:00:00;4388443;59;59_11;2 ;32968;31800;33185;31762;BasDef;;;;16-MAR-17 11:26:26;,2791867,
DB;10-MAR-17 00:00:00;4388467;59;59_11;2 ;75786;75000;75874;75038;BasDef;;;;16-MAR-17 11:26:26;,2792049,
DB;10-MAR-17 00:00:00;4388471;59;59_11;2 ;82986;82200;83078;82228;BasDef;;;;16-MAR-17 11:26:26;,2792058,
DB;10-MAR-17 00:00:00;4388472;59;59_10;1 ;84860;84000;85095;84088;BasDef;;;;16-MAR-17 11:26:26;,2792060,
DB;10-MAR-17 00:00:00;4388496;65;65_74;1 ;81137;77400;81438;77526;BasDef;;;;16-MAR-17 11:26:26;,2817424,
DB;10-MAR-17 00:00:00;4388698;67X;67X_39;1 ;68025;61800;68109;61799;BasDef;;;;16-MAR-17 11:26:26;,2353456,
DB;10-MAR-17 00:00:00;4388925;67X;67X_38;1 ;68902;63000;70203;63043;BasDef;;;;16-MAR-17 11:26:26;,2506761,
DB;10-MAR-17 00:00:00;4387996;102;102_9;2 ;29548;26700;31078;26743;BasDef;;;;16-MAR-17 11:26:26;,1750217,
DB;10-MAR-17 00:00:00;4383188;63;63_30;2 ;39017;36900;39850;37068;BasDef;;;;16-MAR-17 11:26:26;,2790746,
DB;10-MAR-17 00:00:00;4383193;63;63_26;1 ;57978;54900;59034;55285;BasDef;;;;16-MAR-17 11:26:26;,2790751,
DB;10-MAR-17 00:00:00;4383203;40;40_17;1 ;67353;62400;68619;62599;BasDef;;;;16-MAR-17 11:26:26;,1730848,
DB;10-MAR-17 00:00:00;4389498;41;41_3;1 ;49456;46200;49922;46180;BasDef;;;;16-MAR-17 11:26:26;,1740788,
DB;10-MAR-17 00:00:00;4383702;31;31_18;2 ;70410;68400;71470;68448;BasDef;;;;16-MAR-17 11:26:26;,2667180,
DB;10-MAR-17 00:00:00;4383744;11;11_40;1 ;68621;64200;70264;64215;BasDef;;;;16-MAR-17 11:26:26;,2422945,
DB;10-MAR-17 00:00:00;4383815;32;32_57;1 ;50174;47400;50750;47424;BasDef;;;;16-MAR-17 11:26:26;,2668553,
DB;10-MAR-17 00:00:00;4383862;42D;42D_50;1 ;64728;61800;65023;61770;BasDef;;;;16-MAR-17 11:26:26;,2781790,
DB;30-APR-17 00:00:00;4603937;16;16_20;1 ;33571;30000;34144;30015;BasDef;;;;07-MAY-17 21:20:48;,1899692,
DB;30-APR-17 00:00:00;4608481;17A;17A_11;1 ;35170;32400;35491;32385;BasDef;;;;07-MAY-17 21:20:48;,1755136,
DB;30-APR-17 00:00:00;4598037;122;122_14;1 ;40629;37800;40653;37804;BasDef;;;;07-MAY-17 21:20:48;,1740569,
DB;30-APR-17 00:00:00;4602898;83;83_19;1 ;45142;41400;45543;41481;BasDef;;;;07-MAY-17 21:20:48;,2027765,
DB;30-APR-17 00:00:00;4602908;15A;15A_81;1 ;37488;36000;37542;35986;BasDef;;;;07-MAY-17 21:20:48;,2425054,
DB;30-APR-17 00:00:00;4606479;38A;38A_20;1 ;81884;78600;81796;78629;BasDef;;;;07-MAY-17 21:20:48;,2427896,
DB;30-APR-17 00:00:00;4606482;40;40_31;2 ;56148;50400;55645;50370;BasDef;;;;07-MAY-17 21:20:48;,2831524,
DB;30-APR-17 00:00:00;4606489;66;66_13;2 ;67559;63000;66962;63004;BasDef;;;;07-MAY-17 21:20:48;,2295960,
DB;30-APR-17 00:00:00;4606542;39;39_20;1 ;77708;73800;;73893;BasDef;;;;07-MAY-17 21:20:48;,2414858,
DB;30-APR-17 00:00:00;4593338;151;151_18;2 ;78141;75600;78400;75508;BasDef;;;;07-MAY-17 21:20:48;,2593447,
DB;30-APR-17 00:00:00;4593340;151;151_18;2 ;85341;82800;85237;82794;BasDef;;;;07-MAY-17 21:20:48;,2593453,
DB;30-APR-17 00:00:00;4593348;130;130_10;1 ;56629;54000;;54023;BasDef;;;;07-MAY-17 21:20:48;,2315974,
DB;30-APR-17 00:00:00;4592062;41;41_7;2 ;75695;72900;75392;72571;BasDef;;;;07-MAY-17 21:20:48;,1745879,
DB;30-APR-17 00:00:00;4592064;41;41_7;2 ;82738;80100;83000;80098;BasDef;;;;07-MAY-17 21:20:48;,1745882,
DB;30-APR-17 00:00:00;4592082;130;130_10;1 ;31805;30600;31869;30607;BasDef;;;;07-MAY-17 21:20:48;,2736911,
DB;30-APR-17 00:00:00;4598512;39;39_20;1 ;70755;66600;71162;66608;BasDef;;;;07-MAY-17 21:20:48;,2428324,
DB;30-APR-17 00:00:00;4598513;39;39_21;2 ;76379;72900;76566;72704;BasDef;;;;07-MAY-17 21:20:48;,2428326,
DB;30-APR-17 00:00:00;4592237;15B;15B_55;1 ;43073;40500;42864;40506;BasDef;;;;07-MAY-17 21:20:48;,2746152,
DB;30-APR-17 00:00:00;4592300;25;25_269;2 ;62357;60000;62713;60156;BasDef;;;;07-MAY-17 21:20:48;,2283311,
DB;30-APR-17 00:00:00;4592322;70;70_60;1 ;64740;61200;65575;61251;BasDef;;;;07-MAY-17 21:20:48;,2412116,
DB;30-APR-17 00:00:00;4600298;33B;33B_58;2 ;40927;39600;41013;39515;BasDef;;;;07-MAY-17 21:20:48;,1736805,
DB;30-APR-17 00:00:00;4600301;33B;33B_56;1 ;46572;45000;46280;45011;BasDef;;;;07-MAY-17 21:20:48;,1736808,
DB;30-APR-17 00:00:00;4596351;31;31_18;2 ;65673;62400;64409;62385;BasDef;;;;07-MAY-17 21:20:48;,2665266,
DB;30-APR-17 00:00:00;4594815;46A;46A_74;1 ;42550;38700;41450;38662;BasDef;;;;07-MAY-17 21:20:48;,2085296,
DB;30-APR-17 00:00:00;4606374;185;185_60;2 ;70817;69000;71352;;BasDef;;;;07-MAY-17 21:20:48;,2817540,
DB;30-APR-17 00:00:00;4606442;42;42_44;2 ;75988;73800;77083;73842;BasDef;;;;07-MAY-17 21:20:48;,2635138,
DB;30-APR-17 00:00:00;4606480;38;38_13;2 ;85398;83700;85592;83575;BasDef;;;;07-MAY-17 21:20:48;,2427897,
DB;30-APR-17 00:00:00;4593575;56A;56A_31;1 ;78277;75600;78183;75588;BasDef;;;;07-MAY-17 21:20:48;,1731662,
DB;30-APR-17 00:00:00;4593583;39A;39A_43;2 ;75299;71100;75471;71113;BasDef;;;;07-MAY-17 21:20:48;,2429035,
DB;30-APR-17 00:00:00;4599291;123;123_36;2 ;40152;37200;40349;37204;BasDef;;;;07-MAY-17 21:20:48;,1922695,
DB;30-APR-17 00:00:00;4599300;123;123_34;1 ;72670;69600;72562;69467;BasDef;;;;07-MAY-17 21:20:48;,1922717,
DB;30-APR-17 00:00:00;4605431;4;4_10;1 ;51530;46800;51056;47260;BasDef;;;;07-MAY-17 21:20:48;,1908623,
DB;30-APR-17 00:00:00;4605530;123;123_36;2 ;86033;83400;86453;83411;BasDef;;;;07-MAY-17 21:20:48;,1917676,
DB;30-APR-17 00:00:00;4607455;25A;25A_273;1 ;48014;45120;47730;45115;BasDef;;;;07-MAY-17 21:20:48;,2414005,
DB;30-APR-17 00:00:00;4594535;75;75_7;1 ;41030;37200;41375;37218;BasDef;;;;07-MAY-17 21:20:48;,1735499,
DB;30-APR-17 00:00:00;4595462;46A;46A_74;1 ;66452;62400;66037;62485;BasDef;;;;07-MAY-17 21:20:48;,2459546,
DB;30-APR-17 00:00:00;4595579;15;15_17;2 ;70808;66000;71989;66065;BasDef;;;;07-MAY-17 21:20:48;,2428479,
DB;30-APR-17 00:00:00;4600428;59;59_11;2 ;78252;77400;78214;77341;BasDef;;;;07-MAY-17 21:20:48;,2789921,
DB;30-APR-17 00:00:00;4599066;15;15_17;2 ;70042;64800;69989;64809;BasDef;;;;07-MAY-17 21:20:48;,2746304,
DB;30-APR-17 00:00:00;4599197;77A;77A_28;2 ;67736;63600;67371;63618;BasDef;;;;07-MAY-17 21:20:48;,2437017,
DB;30-APR-17 00:00:00;4594047;120;120_9;2 ;67276;65700;67118;65658;BasDef;;;;07-MAY-17 21:20:48;,1729824,
DB;30-APR-17 00:00:00;4594049;120;120_9;2 ;72600;71100;72334;71056;BasDef;;;;07-MAY-17 21:20:48;,1729828,
DB;30-APR-17 00:00:00;4594107;16;16_24;2 ;60199;55200;59656;55192;BasDef;;;;07-MAY-17 21:20:48;,1902790,
DB;30-APR-17 00:00:00;4604140;77A;77A_28;2 ;82430;79200;83029;79208;BasDef;;;;07-MAY-17 21:20:48;,2434416,
DB;30-APR-17 00:00:00;4597104;43;43_88;2 ;80045;78000;80073;78021;BasDef;;;;07-MAY-17 21:20:48;,2632451,
DB;30-APR-17 00:00:00;4591495;13;13_68;2 ;68356;62400;68056;62415;BasDef;;;;07-MAY-17 21:20:48;,1728528,
DB;30-APR-17 00:00:00;4604554;220;220_12;2 ;52384;48600;52494;48575;BasDef;;;;07-MAY-17 21:20:48;,1722432,
DB;30-APR-17 00:00:00;4604560;79;79_10;1 ;47135;45360;46989;45371;BasDef;;;;07-MAY-17 21:20:48;,1721230,
DB;30-APR-17 00:00:00;4604562;79;79_10;1 ;52535;50760;52499;50756;BasDef;;;;07-MAY-17 21:20:48;,1721233,
